Quarter,Garda Division,Type of Offence,VALUE
2007Q3,Sligo-Leitrim Garda Division,Kidnapping and related offences,1.0
2007Q3,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",15.0
2007Q3,Sligo-Leitrim Garda Division,Offences not elsewhere classified,16.0
2007Q3,Sligo-Leitrim Garda Division,Public order and other social code offences,234.0
2007Q3,Sligo-Leitrim Garda Division,Road and traffic offences,525.0
2007Q3,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",3.0
2007Q3,Sligo-Leitrim Garda Division,Sexual offences,7.0
2007Q3,Sligo-Leitrim Garda Division,Theft and related offences,267.0
2007Q3,Sligo-Leitrim Garda Division,Weapons and explosives offences,11.0
2007Q4,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",91.0
2007Q4,Sligo-Leitrim Garda Division,Burglary and related offences,80.0
2007Q4,Sligo-Leitrim Garda Division,Controlled drug offences,81.0
2007Q4,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,249.0
2007Q4,Sligo-Leitrim Garda Division,Dangerous or negligent acts,318.0
2007Q4,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",20.0
2007Q4,Sligo-Leitrim Garda Division,Homicide & related offences,0.0
2007Q4,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2007Q4,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",22.0
2007Q4,Sligo-Leitrim Garda Division,Offences not elsewhere classified,15.0
2007Q4,Sligo-Leitrim Garda Division,Public order and other social code offences,332.0
2007Q4,Sligo-Leitrim Garda Division,Road and traffic offences,586.0
2007Q4,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",7.0
2007Q4,Sligo-Leitrim Garda Division,Sexual offences,6.0
2007Q4,Sligo-Leitrim Garda Division,Theft and related offences,300.0
2007Q4,Sligo-Leitrim Garda Division,Weapons and explosives offences,26.0
2008Q1,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",119.0
2008Q1,Sligo-Leitrim Garda Division,Burglary and related offences,107.0
2008Q1,Sligo-Leitrim Garda Division,Controlled drug offences,70.0
2008Q1,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,257.0
2008Q1,Sligo-Leitrim Garda Division,Dangerous or negligent acts,337.0
2008Q1,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",22.0
2008Q1,Sligo-Leitrim Garda Division,Homicide & related offences,2.0
2008Q1,Sligo-Leitrim Garda Division,Kidnapping and related offences,1.0
2008Q1,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",27.0
2008Q1,Sligo-Leitrim Garda Division,Offences not elsewhere classified,20.0
2008Q1,Sligo-Leitrim Garda Division,Public order and other social code offences,262.0
2008Q1,Sligo-Leitrim Garda Division,Road and traffic offences,549.0
2008Q1,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",4.0
2008Q1,Sligo-Leitrim Garda Division,Sexual offences,4.0
2008Q1,Sligo-Leitrim Garda Division,Theft and related offences,263.0
2008Q1,Sligo-Leitrim Garda Division,Weapons and explosives offences,10.0
2008Q2,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",132.0
2008Q2,Sligo-Leitrim Garda Division,Burglary and related offences,101.0
2008Q2,Sligo-Leitrim Garda Division,Controlled drug offences,71.0
2008Q2,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,228.0
2008Q2,Sligo-Leitrim Garda Division,Dangerous or negligent acts,343.0
2008Q2,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",27.0
2008Q2,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2008Q2,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2008Q2,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",28.0
2008Q2,Sligo-Leitrim Garda Division,Offences not elsewhere classified,25.0
2008Q2,Sligo-Leitrim Garda Division,Public order and other social code offences,257.0
2008Q2,Sligo-Leitrim Garda Division,Road and traffic offences,698.0
2008Q2,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",0.0
2008Q2,Sligo-Leitrim Garda Division,Sexual offences,1.0
2008Q2,Sligo-Leitrim Garda Division,Theft and related offences,262.0
2008Q2,Sligo-Leitrim Garda Division,Weapons and explosives offences,18.0
2008Q3,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",117.0
2008Q3,Sligo-Leitrim Garda Division,Burglary and related offences,77.0
2008Q3,Sligo-Leitrim Garda Division,Controlled drug offences,75.0
2008Q3,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,179.0
2008Q3,Sligo-Leitrim Garda Division,Dangerous or negligent acts,302.0
2008Q3,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",30.0
2008Q3,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2008Q3,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2008Q3,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",21.0
2008Q3,Sligo-Leitrim Garda Division,Offences not elsewhere classified,21.0
