Year,Garda Division,Type of Offence,VALUE,Population
2021,D.M.R. South Central Garda Division,Road and traffic offences,2189.0,1458154
2021,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",265.0,1458154
2021,D.M.R. South Central Garda Division,Sexual offences,153.0,1458154
2021,D.M.R. South Central Garda Division,Theft and related offences,4733.0,1458154
2021,D.M.R. South Central Garda Division,Weapons and explosives offences,251.0,1458154
2021,D.M.R. Southern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",845.0,1458154
2021,D.M.R. Southern Garda Division,Burglary and related offences,549.0,1458154
2021,D.M.R. Southern Garda Division,Controlled drug offences,1018.0,1458154
2021,D.M.R. Southern Garda Division,Damage to property and to the environment  offences,1280.0,1458154
2021,D.M.R. Southern Garda Division,Dangerous or negligent acts,997.0,1458154
2021,D.M.R. Southern Garda Division,"Fraud, deception and related offences",901.0,1458154
2021,D.M.R. Southern Garda Division,Homicide & related offences,4.0,1458154
2021,D.M.R. Southern Garda Division,Kidnapping and related offences,8.0,1458154
2021,D.M.R. Southern Garda Division,"Offences against government, justice procedures and organisation of crime",551.0,1458154
2021,D.M.R. Southern Garda Division,Offences not elsewhere classified,72.0,1458154
2021,D.M.R. Southern Garda Division,Public order and other social code offences,1416.0,1458154
2021,D.M.R. Southern Garda Division,Road and traffic offences,2775.0,1458154
2021,D.M.R. Southern Garda Division,"Robbery, extortion and hijacking offences",120.0,1458154
2021,D.M.R. Southern Garda Division,Sexual offences,200.0,1458154
2021,D.M.R. Southern Garda Division,Theft and related offences,3478.0,1458154
2021,D.M.R. Southern Garda Division,Weapons and explosives offences,103.0,1458154
2021,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1650.0,1458154
2021,D.M.R. Western Garda Division,Burglary and related offences,748.0,1458154
2021,D.M.R. Western Garda Division,Controlled drug offences,2639.0,1458154
2021,D.M.R. Western Garda Division,Damage to property and to the environment  offences,1738.0,1458154
2021,D.M.R. Western Garda Division,Dangerous or negligent acts,2198.0,1458154
2021,D.M.R. Western Garda Division,"Fraud, deception and related offences",1327.0,1458154
2021,D.M.R. Western Garda Division,Homicide & related offences,5.0,1458154
2021,D.M.R. Western Garda Division,Kidnapping and related offences,9.0,1458154
2021,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",1402.0,1458154
2021,D.M.R. Western Garda Division,Offences not elsewhere classified,110.0,1458154
2021,D.M.R. Western Garda Division,Public order and other social code offences,2742.0,1458154
2021,D.M.R. Western Garda Division,Road and traffic offences,5041.0,1458154
2021,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",220.0,1458154
2021,D.M.R. Western Garda Division,Sexual offences,231.0,1458154
2021,D.M.R. Western Garda Division,Theft and related offences,5492.0,1458154
2021,D.M.R. Western Garda Division,Weapons and explosives offences,239.0,1458154
2021,Donegal Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",733.0,167084
2021,Donegal Garda Division,Burglary and related offences,123.0,167084
2021,Donegal Garda Division,Controlled drug offences,431.0,167084
2021,Donegal Garda Division,Damage to property and to the environment  offences,569.0,167084
2021,Donegal Garda Division,Dangerous or negligent acts,1502.0,167084
2021,Donegal Garda Division,"Fraud, deception and related offences",438.0,167084
2021,Donegal Garda Division,Homicide & related offences,2.0,167084
2021,Donegal Garda Division,Kidnapping and related offences,0.0,167084
2021,Donegal Garda Division,"Offences against government, justice procedures and organisation of crime",150.0,167084
2021,Donegal Garda Division,Offences not elsewhere classified,61.0,167084
2021,Donegal Garda Division,Public order and other social code offences,1283.0,167084
2021,Donegal Garda Division,Road and traffic offences,1584.0,167084
2021,Donegal Garda Division,"Robbery, extortion and hijacking offences",21.0,167084
2021,Donegal Garda Division,Sexual offences,131.0,167084
2021,Donegal Garda Division,Theft and related offences,423.0,167084
2021,Donegal Garda Division,Weapons and explosives offences,55.0,167084
2021,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1050.0,277737
2021,Galway Garda Division,Burglary and related offences,358.0,277737
2021,Galway Garda Division,Controlled drug offences,471.0,277737
2021,Galway Garda Division,Damage to property and to the environment  offences,690.0,277737
2021,Galway Garda Division,Dangerous or negligent acts,1895.0,277737
2021,Galway Garda Division,"Fraud, deception and related offences",1003.0,277737
2021,Galway Garda Division,Homicide & related offences,3.0,277737
2021,Galway Garda Division,Kidnapping and related offences,9.0,277737
2021,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",397.0,277737
2021,Galway Garda Division,Offences not elsewhere classified,72.0,277737
2021,Galway Garda Division,Public order and other social code offences,2079.0,277737
2021,Galway Garda Division,Road and traffic offences,2425.0,277737
2021,Galway Garda Division,"Robbery, extortion and hijacking offences",47.0,277737
2021,Galway Garda Division,Sexual offences,185.0,277737
2021,Galway Garda Division,Theft and related offences,1487.0,277737
2021,Galway Garda Division,Weapons and explosives offences,100.0,277737
2021,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",577.0,156458
2021,Kerry Garda Division,Burglary and related offences,133.0,156458
2021,Kerry Garda Division,Controlled drug offences,533.0,156458
2021,Kerry Garda Division,Damage to property and to the environment  offences,381.0,156458
2021,Kerry Garda Division,Dangerous or negligent acts,875.0,156458
2021,Kerry Garda Division,"Fraud, deception and related offences",444.0,156458
2021,Kerry Garda Division,Homicide & related offences,3.0,156458
2021,Kerry Garda Division,Kidnapping and related offences,2.0,156458
2021,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",210.0,156458
2021,Kerry Garda Division,Offences not elsewhere classified,47.0,156458
2021,Kerry Garda Division,Public order and other social code offences,1152.0,156458
2021,Kerry Garda Division,Road and traffic offences,1096.0,156458
2021,Kerry Garda Division,"Robbery, extortion and hijacking offences",12.0,156458
2021,Kerry Garda Division,Sexual offences,105.0,156458
2021,Kerry Garda Division,Theft and related offences,697.0,156458
2021,Kerry Garda Division,Weapons and explosives offences,53.0,156458
2021,Kildare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",771.0,247774
2021,Kildare Garda Division,Burglary and related offences,390.0,247774
2021,Kildare Garda Division,Controlled drug offences,838.0,247774
2021,Kildare Garda Division,Damage to property and to the environment  offences,613.0,247774
2021,Kildare Garda Division,Dangerous or negligent acts,2874.0,247774
2021,Kildare Garda Division,"Fraud, deception and related offences",652.0,247774
2021,Kildare Garda Division,Homicide & related offences,5.0,247774
2021,Kildare Garda Division,Kidnapping and related offences,4.0,247774
2021,Kildare Garda Division,"Offences against government, justice procedures and organisation of crime",521.0,247774
2021,Kildare Garda Division,Offences not elsewhere classified,75.0,247774
2021,Kildare Garda Division,Public order and other social code offences,1135.0,247774
2021,Kildare Garda Division,Road and traffic offences,3004.0,247774
2021,Kildare Garda Division,"Robbery, extortion and hijacking offences",39.0,247774
2021,Kildare Garda Division,Sexual offences,152.0,247774
2021,Kildare Garda Division,Theft and related offences,1600.0,247774
2021,Kildare Garda Division,Weapons and explosives offences,70.0,247774
2021,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",426.0,166128
2021,Kilkenny-Carlow Garda Division,Burglary and related offences,208.0,166128
2021,Kilkenny-Carlow Garda Division,Controlled drug offences,583.0,166128
2021,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,399.0,166128
2021,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1084.0,166128
2021,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",430.0,166128
2021,Kilkenny-Carlow Garda Division,Homicide & related offences,1.0,166128
2021,Kilkenny-Carlow Garda Division,Kidnapping and related offences,9.0,166128
2021,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",219.0,166128
2021,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,49.0,166128
2021,Kilkenny-Carlow Garda Division,Public order and other social code offences,1068.0,166128
2021,Kilkenny-Carlow Garda Division,Road and traffic offences,1571.0,166128
2021,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",27.0,166128
2021,Kilkenny-Carlow Garda Division,Sexual offences,98.0,166128
2021,Kilkenny-Carlow Garda Division,Theft and related offences,778.0,166128
2021,Kilkenny-Carlow Garda Division,Weapons and explosives offences,56.0,166128
2021,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",746.0,175027
2021,Laois-Offaly Garda Division,Burglary and related offences,310.0,175027
2021,Laois-Offaly Garda Division,Controlled drug offences,517.0,175027
2021,Laois-Offaly Garda Division,Damage to property and to the environment  offences,573.0,175027
2021,Laois-Offaly Garda Division,Dangerous or negligent acts,1440.0,175027
2021,Laois-Offaly Garda Division,"Fraud, deception and related offences",506.0,175027
2021,Laois-Offaly Garda Division,Homicide & related offences,0.0,175027
2021,Laois-Offaly Garda Division,Kidnapping and related offences,12.0,175027
2021,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",291.0,175027
2021,Laois-Offaly Garda Division,Offences not elsewhere classified,72.0,175027
2021,Laois-Offaly Garda Division,Public order and other social code offences,1208.0,175027
2021,Laois-Offaly Garda Division,Road and traffic offences,2083.0,175027
2021,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",29.0,175027
2021,Laois-Offaly Garda Division,Sexual offences,128.0,175027
2021,Laois-Offaly Garda Division,Theft and related offences,968.0,175027
2021,Laois-Offaly Garda Division,Weapons and explosives offences,74.0,175027
2021,Limerick Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",926.0,209536
2021,Limerick Garda Division,Burglary and related offences,435.0,209536
2021,Limerick Garda Division,Controlled drug offences,828.0,209536
2021,Limerick Garda Division,Damage to property and to the environment  offences,1179.0,209536
2021,Limerick Garda Division,Dangerous or negligent acts,1913.0,209536
2021,Limerick Garda Division,"Fraud, deception and related offences",692.0,209536
2021,Limerick Garda Division,Homicide & related offences,3.0,209536
2021,Limerick Garda Division,Kidnapping and related offences,11.0,209536
2021,Limerick Garda Division,"Offences against government, justice procedures and organisation of crime",981.0,209536
2021,Limerick Garda Division,Offences not elsewhere classified,118.0,209536
